scaled_features,Exited
"[0.8030043707802298,-1.0189022035876123,0.09457740503695809,-0.3016242742552379,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.38907278778787063]",1
"[-0.9037046523795612,1.52352796839071,0.1859993131329809,1.0970226548595978,-1.7736214215556134,0.8823283662620952,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.7639919589626741]",1
"[1.0732410343916199,0.9715330245462346,0.5149779868383042,1.6964427673373845,-0.3044601019608708,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,1.3051274493010556,0.2055919198922424]",1
"[1.0732410343916199,0.3022212908102134,-1.5201424762230529,1.4966360631781224,-0.3044601019608708,0.47423827082060593,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.0290546605840754]",1
"[-0.18966667043735097,0.3022212908102134,-0.2111957611844206,0.6974092465410733,0.06283022793781484,0.9895050621624989,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.9072357043645963]",1
"[-0.8007743741891237,1.2965357446612038,0.5945065718336223,2.19595952773554,-0.6717504318595564,-0.5865600938956247,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.3973322757121398]",1
"[0.4360051282966161,0.8360085700397109,-0.009568279898967963,-0.40152762633486905,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.0287142732149062]",1
"[-1.0398923693589808,-1.0032186885925802,-0.6922490030124244,1.5965394152577534,0.4301205578365005,1.140335164242382,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.0817887176615812]",1
"[0.4302827769284045,-0.6216989731195853,0.21425510116984725,1.196926006939229,0.7974108877351862,0.5772834556212493,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.8241101018443605]",1
"[0.17094586823269872,-1.0189022035876123,0.34293923764675227,-0.40152762633486905,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.22143468837623864]",1
"[-0.26132755694433607,-1.0189022035876123,0.17044707211948848,0.5975058944614422,0.4301205578365005,-0.059013708886497526,1.0097682876139518,0.7748578372390554,-0.7661605604670605,1.679995913732631]",1
"[1.0732410343916199,-0.40441167333598804,1.8666892224175333,1.396732711098491,-1.039040761758242,0.13985840874854932,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.0802683555762589]",1
"[0.809343579038578,0.1391921663502681,-1.1420408156071058,0.19789248614291768,-1.039040761758242,0.635833825746917,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.6136655026130748]",1
"[-1.0652794878379066,0.4178393417774253,0.9078854866657554,0.39769919030217993,0.06283022793781484,0.7949826994796028,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.39418395919486915]",1
"[-0.49648849219428504,0.6536058765252474,-1.3281783029478051,0.49760254238181106,1.1647012176338718,1.0017465827799406,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.7804484525930093]",1
"[-1.0652794878379066,0.4022555113100467,-1.312974098858292,0.5975058944614422,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.9897312185572128]",1
"[-0.10111471186174742,0.17237066452116143,-0.5119299818656042,0.2977958382225488,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.26580616975667903]",1
"[0.9644169791212964,-1.0189022035876123,0.965384962780946,-0.40152762633486905,1.1647012176338718,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.402232901294074]",1
"[1.070284143048963,-1.015248819313242,1.0440059196969733,-0.9010443867330247,-1.4063310916569278,-1.3342758555096281,2.751585756430477,-1.2904782399831956,1.3051274493010556,1.3716686812942536]",1
"[0.5698178016624221,-0.3968981091954199,-0.8009371586917527,0.8972159507003356,0.4301205578365005,1.7516586949822672,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.5657188944248248]",1
"[-0.4814203397291874,-1.0189022035876123,0.6677741424708782,-0.10181757009597567,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.5863940191080761]",1
"[0.26481384976570466,0.3022212908102134,0.12646470113308464,0.49760254238181106,-1.4063310916569278,0.5972272105422077,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.2725971580543514]",1
"[1.0559014889521752,-0.997478344780453,-0.08795096648999234,0.9971193027799666,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.16571429926834202]",1
"[1.0534543252800534,1.6111210604355255,0.813280750281165,-0.0019142180163445482,-0.6717504318595564,0.9925093788376788,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.473455029958337]",1
"[0.08831117537841661,0.3022212908102134,0.18047589069076994,-0.2017209221756068,0.06283022793781484,0.9179747193535135,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.27785256736668995]",1
"[1.0732410343916199,-0.3737514768828675,-0.9524236092410686,-0.6013343304941313,0.7974108877351862,1.2987073501173867,2.751585756430477,0.7748578372390554,-0.7661605604670605,0.31610655032486024]",1
"[1.0732410343916199,-1.0189022035876123,0.2036060673003989,0.49760254238181106,-1.039040761758242,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.19897370072475212]",1
"[1.0732410343916199,-1.0189022035876123,1.1799973824761711,0.6974092465410733,1.5319915475325574,-1.3342758555096281,2.751585756430477,0.7748578372390554,1.3051274493010556,-0.887199208084962]",1
"[1.0732410343916199,-0.0861934932951529,0.3555615309761994,0.09798913406328658,0.7974108877351862,0.673525650043393,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.034206926245874354]",1
"[0.1320634000514611,-0.43746663998019664,0.5446121813105895,0.09798913406328658,0.06283022793781484,0.7649805171411997,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.9451012034813578]",1
"[0.42971942089708337,-1.0189022035876123,-2.1817252774346514,0.39769919030217993,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.0409274689515078]",1
"[1.0732410343916199,-0.577292063399761,-0.823159914303769,1.196926006939229,-0.3044601019608708,1.1093468838304554,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.9620790592972714]",1
"[-1.0652794878379066,0.8401480831749862,-0.3469681868244356,-0.10181757009597567,-0.3044601019608708,0.5423319078545122,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.27474840652315274]",1
"[1.0732410343916199,-1.0189022035876123,1.1303913030394228,-0.3016242742552379,1.1647012176338718,0.9702354441541629,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.5495259129040974]",1
"[0.07840337661213354,0.3022212908102134,1.2962903217413815,1.4966360631781224,1.5319915475325574,0.209527682418518,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.241608737712745]",1
"[0.6480421419692475,0.3022212908102134,-1.038580135389766,0.9971193027799666,0.4301205578365005,0.43163925310841816,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.0315103433284458]",1
"[-1.0652794878379066,0.3244319572873658,-1.591381779658092,0.7973125986207045,0.06283022793781484,1.1682401269507332,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.21441420346080065]",1
"[0.7366838505865418,0.5101377443169118,0.006138371343688148,-0.5014309784145001,-1.4063310916569278,0.915949814627615,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.2393450387967722]",1
"[-0.3616521517407259,0.3022212908102134,-1.0578462539753306,-0.5014309784145001,-0.3044601019608708,0.4772516257388022,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.6141899718222597]",1
"[-0.5390701762685743,0.3022212908102134,0.5880549904613096,-0.3016242742552379,-1.4063310916569278,1.0295644895646285,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.6162144261906615]",1
"[-0.8291991523586096,1.3316559521807496,1.853036108431347,-0.3016242742552379,0.4301205578365005,2.0215931216368905,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.9932422726643838]",1
"[1.0732410343916199,-0.3158034664682876,0.097444098339862,-0.7012376825737624,1.5319915475325574,0.9220488583166646,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.7173346992933206]",1
"[-0.9137189015421517,1.4360842475618725,0.11143448349072357,-0.10181757009597567,-0.3044601019608708,1.8248146139698285,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.22658599368447]",1
"[-0.20598440143739846,-1.0189022035876123,0.4031274372158846,1.0970226548595978,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.5095320142539634]",1
"[0.5078070171033833,0.3022212908102134,0.23341993387180562,-0.5014309784145001,0.06283022793781484,1.0224172725130236,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.7508912887954479]",1
"[-0.055094694588163955,0.22923065291102215,-0.5043372966356887,0.39769919030217993,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,1.3051274493010556,1.5446912276115174]",1
"[1.0732410343916199,-1.0189022035876123,0.1715897210864573,0.09798913406328658,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.7434387661657458]",1
"[1.0732410343916199,-1.0189022035876123,-0.1707176421442282,2.3957662318948025,1.1647012176338718,-1.3342758555096281,2.751585756430477,0.7748578372390554,1.3051274493010556,1.3138962347796224]",1
"[-1.0652794878379066,0.1725312937776186,-0.31492372133888274,1.396732711098491,-1.4063310916569278,1.0546391590498343,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.394689862353278]",1
"[-0.17351317891461257,-1.0189022035876123,-0.578728763848155,-0.5014309784145001,-1.4063310916569278,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.344665250195117]",1
"[-0.20633603557314248,0.3022212908102134,0.22206570017157332,0.49760254238181106,-0.6717504318595564,0.2713984837441403,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.17543479598196607]",1
"[1.0732410343916199,1.4888005200495569,1.120629125500653,0.09798913406328658,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.0521813811930238]",1
"[1.0732410343916199,-1.0189022035876123,1.7383995735361262,0.39769919030217993,-1.7736214215556134,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.358273311246417]",1
"[0.4628959639261174,0.8692335163190072,0.057640376792600916,-0.40152762633486905,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.6218093043366817]",1
"[-1.0652794878379066,-1.0189022035876123,-0.5130430662580997,-0.5014309784145001,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.6887097862986298]",1
"[-1.0652794878379066,-0.4476532132549853,-1.0945513060559655,0.19789248614291768,0.06283022793781484,1.1638584170824025,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.856285153698366]",1
"[0.7068422047060046,-0.7925503415475528,-0.28973910248840246,0.49760254238181106,0.4301205578365005,1.1174087128270616,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.3523506044748986]",1
"[-1.0652794878379066,0.3022212908102134,-0.5882201819220094,1.0970226548595978,-0.3044601019608708,0.47938117783673606,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.448978434508457]",1
"[-1.0652794878379066,1.1243031029606148,0.9996667148656315,0.7973125986207045,-0.6717504318595564,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.8284008114791702]",1
"[1.0732410343916199,-0.09260818202809612,0.2931013729707273,2.4956695839744336,-1.4063310916569278,1.4284090775456337,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.3306022601447661]",1
"[-1.0652794878379066,0.3022212908102134,0.3722070013346857,1.8962494714966467,-0.3044601019608708,1.1330739284473705,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.509408860809682]",1
"[-1.0652794878379066,-1.0189022035876123,-1.0313055335269796,0.8972159507003356,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.6872451615538757]",1
"[1.0732410343916199,-1.0189022035876123,-0.6979986498081361,1.6964427673373845,-1.039040761758242,0.12177074193324261,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.5130517495271958]",1
"[-1.0652794878379066,-0.6563439678302919,-0.17903884343015397,-1.1008510908922868,-0.6717504318595564,0.8787603615278786,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.8507688676215344]",1
"[1.0732410343916199,-1.0189022035876123,-0.45648448455132185,0.49760254238181106,-0.6717504318595564,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.12579957197676472]",1
"[1.071303887128097,-1.0189022035876123,1.1361426877532326,-0.10181757009597567,-1.7736214215556134,-1.2729519387926793,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.325942596222707]",1
"[0.4642692015895772,0.3022212908102134,-0.3394169512996485,-0.0019142180163445482,-0.6717504318595564,-0.05251464192458247,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.2484946911129495]",1
"[0.7071589466076,-1.0189022035876123,0.3418872323173955,-1.200754442971918,1.5319915475325574,-1.3342758555096281,1.0097682876139518,0.7748578372390554,-0.7661605604670605,0.938379830614887]",1
"[1.0732410343916199,0.1641871436180719,0.13544518881100814,-0.3016242742552379,-0.3044601019608708,0.9418212016517021,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.7222635700699118]",1
"[1.0732410343916199,1.623344785208039,-0.5684218433844732,-0.0019142180163445482,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.727230469028463]",1
"[1.0732410343916199,-1.0189022035876123,0.30627653653936227,-0.5014309784145001,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.0177650117052295]",1
"[0.05550558643129455,0.2385598571272495,0.3388637196654751,-1.6003678512904425,0.06283022793781484,1.705553866942265,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.9247579587886524]",1
"[1.0732410343916199,1.623344785208039,-0.6679721439325547,0.2977958382225488,-1.4063310916569278,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.4401346810546037]",1
"[1.0732410343916199,-1.0189022035876123,0.11961776736461535,0.7973125986207045,1.5319915475325574,-1.3342758555096281,2.751585756430477,-1.2904782399831956,-0.7661605604670605,1.363813923590599]",1
"[-0.45807450055644294,-0.6437864325326101,1.46523384894563,0.39769919030217993,0.4301205578365005,0.7586278447326755,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.5841191408683838]",1
"[1.0732410343916199,-1.0189022035876123,0.1273819282023883,1.0970226548595978,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.4466122206613679]",1
"[-0.38373886275482105,0.3022212908102134,1.7870074809305563,0.9971193027799666,-1.4063310916569278,0.27382169369474124,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.304770198340503]",1
"[-0.10606204092030576,-0.2903588093975549,-0.07610267563912101,-0.6013343304941313,0.7974108877351862,0.8324022241895617,1.0097682876139518,0.7748578372390554,1.3051274493010556,-0.8713246153924511]",1
"[0.27395791758083177,1.623344785208039,-0.17399157896025752,0.19789248614291768,0.06283022793781484,-0.5429688172938861,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.21207985837154275]",1
"[1.0732410343916199,-0.8255253063698695,-0.55230471992256,1.196926006939229,-0.6717504318595564,0.5578948642320224,2.751585756430477,-1.2904782399831956,-0.7661605604670605,-1.6651398139434785]",1
"[0.6692107503942668,1.3737451694509548,0.5147649928766059,0.7973125986207045,1.1647012176338718,0.5669818750311917,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.6586930790995038]",1
"[1.0732410343916199,1.4376405100896117,-1.2128105176521427,-0.0019142180163445482,-1.039040761758242,-0.20715779989650085,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.5081768166248697]",1
"[-1.0652794878379066,0.6407656913151938,0.8247872842178846,0.19789248614291768,0.06283022793781484,0.7925690228566155,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.40095739757965254]",1
"[-0.25222468221897626,0.3022212908102134,-0.6757252053889478,-0.5014309784145001,0.06283022793781484,0.9226603536047828,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.9044762189880121]",1
"[-0.7899916993061107,-1.0189022035876123,0.7928935911812435,-1.0009477388126558,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.5932527842939298]",1
"[0.35287575460557874,0.3022212908102134,-1.2565406796990541,0.9971193027799666,0.06283022793781484,0.7455409369811434,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.6776577034687944]",1
"[1.0732410343916199,0.3022212908102134,0.27070953172899903,-0.40152762633486905,0.7974108877351862,0.2924725467917107,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.5982170573762913]",1
"[-0.38886447517948625,0.7876008623442217,-0.8747898670084108,-0.3016242742552379,0.4301205578365005,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-0.48444614145800685]",1
"[1.0732410343916199,1.5713368686366822,-0.5027952628622127,1.396732711098491,-0.3044601019608708,0.1436130514504869,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.0685404098961309]",1
"[0.5079074376239161,0.3022212908102134,-1.0378630127947297,0.8972159507003356,0.4301205578365005,0.4298777603773942,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.0310674497270857]",1
"[0.03174723709267512,0.3022212908102134,-0.5488613669878332,0.19789248614291768,1.1647012176338718,1.3215501737171564,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,-1.0684601266740288]",1
"[-1.0652794878379066,0.5490307452056641,0.8722094477840281,2.4956695839744336,-1.039040761758242,0.8307208823025234,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,-0.07794511784651838]",1
"[-1.0652794878379066,0.24229202711490866,-0.1383702670969817,0.09798913406328658,1.1647012176338718,1.0296568426930905,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.6082334135099143]",1
"[1.0732410343916199,1.4272598035759045,-1.0740337261036483,0.8972159507003356,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.6210035591548493]",1
"[0.8792024677372617,0.4220933736645286,1.6154606525870994,1.6964427673373845,1.1647012176338718,0.31753792647798357,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.0492318647429433]",1
"[0.030006473796103217,0.3022212908102134,-0.25016280076099723,0.49760254238181106,0.4301205578365005,0.9774259716327458,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.8835070741622431]",1
"[0.3030697323863723,-0.06731778696550345,-1.0280132245478464,1.7963461194170156,-0.3044601019608708,0.6852925969118865,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.18797320322714461]",1
"[0.07875344889340403,0.20983598286561575,0.8744160963384549,1.6964427673373845,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.4305124629770483]",1
"[1.0732410343916199,-1.0189022035876123,-1.3022208194593687,-0.3016242742552379,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.239896067566314]",1
"[-1.0652794878379066,-1.0189022035876123,0.8230259721005755,0.6974092465410733,0.06283022793781484,1.3527545196429593,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.9161287529539767]",1
"[0.6305965776054451,-0.7454477356756072,-0.39629806368408804,1.6964427673373845,-1.4063310916569278,1.3944428429297706,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.0083116428918444]",1
"[-0.8903338783494797,-0.9108252632288881,-0.11630693352806702,0.8972159507003356,-1.7736214215556134,0.3637410126779572,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.405046404425]",1
"[-0.670038620991814,0.5463910285839491,0.4964429677512859,0.7973125986207045,1.1647012176338718,0.5374195124629161,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.2580429993631295]",1
"[1.0280241889285648,1.5674771549815882,1.1032685189124984,-0.8011410346533935,-0.6717504318595564,1.3021345661876462,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.9141994511801117]",1
"[1.0732410343916199,1.306940393747958,-1.3059550702099423,1.0970226548595978,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.621940806028811]",1
"[1.0732410343916199,-1.0189022035876123,0.9277856252352247,0.6974092465410733,1.1647012176338718,0.6821468867201473,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.2157102717523516]",1
"[-1.0652794878379066,0.3022212908102134,0.7155964265344434,0.49760254238181106,0.06283022793781484,0.7905961493942328,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.38777526809632235]",1
"[-0.8252496519468527,0.15393697356572794,0.2814190839375253,0.5975058944614422,-1.4063310916569278,0.5605363606974223,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-1.3381287812944027]",1
"[1.0732410343916199,-1.0189022035876123,-0.8981981821726813,0.39769919030217993,1.1647012176338718,-1.3342758555096281,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.39362259725862836]",1
"[-1.0652794878379066,-0.2074896559548881,-0.2875253672569557,0.2977958382225488,-1.039040761758242,0.5848770534010118,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.6432167108765392]",1
"[-1.0652794878379066,-0.5018681744493513,1.7124484715690997,-0.6013343304941313,1.1647012176338718,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.6551289101421651]",1
"[-0.849824201709658,-1.0189022035876123,0.0516472666992832,1.29682935901886,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.24346936051195348]",1
"[0.26862992544581954,0.3022212908102134,0.26997845144560195,0.2977958382225488,0.06283022793781484,0.5486529437295792,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.4441701539856479]",1
"[-1.0652794878379066,-1.0189022035876123,-0.5141323148045742,-0.9010443867330247,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.689542055391397]",1
"[0.6747987841710835,0.3022212908102134,0.9143145321391376,-0.5014309784145001,0.4301205578365005,0.40349435151638835,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,0.6536964024647995]",1
"[-0.852012954293434,1.3598435233724562,-0.08311411130367335,-1.999981259608967,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.7063307187208412]",1
"[1.0732410343916199,-0.17777520995377458,-0.3629356831413422,0.6974092465410733,-0.6717504318595564,1.1865336484283033,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.21235145589131693]",1
"[1.0732410343916199,0.3057909496708606,-1.3104634436618456,-0.8011410346533935,-0.3044601019608708,1.0590324746509865,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-0.04549284878665941]",1
"[0.9804352773945079,0.3022212908102134,-0.7596279307876445,2.795379640213327,0.06283022793781484,0.9509258802756794,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,1.6017965035688837]",1
"[1.0732410343916199,-0.15816115029362365,-0.49010929485479154,0.49760254238181106,0.7974108877351862,0.8982176676106939,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,0.5458367035878717]",1
"[-0.6821000764852452,0.3022212908102134,0.7925803974509328,0.8972159507003356,-1.4063310916569278,0.2850168175901744,-0.7320491812025733,0.7748578372390554,1.3051274493010556,-0.48288132093395575]",1
"[1.0732410343916199,-1.0189022035876123,0.3310823900866632,-0.2017209221756068,0.7974108877351862,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.393465492792879]",1
"[-0.07242349813367947,1.009983650293909,0.02467711889899893,-0.9010443867330247,0.06283022793781484,0.4052817143981579,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.710962387629499]",1
"[-0.006032534847303855,0.3022212908102134,-0.021461835130247877,1.29682935901886,-0.6717504318595564,0.39615361152714385,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.6112764623924103]",1
"[1.0732410343916199,0.11116513547642828,-0.7713068788647275,-0.9010443867330247,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.6952609905135823]",1
"[0.9791882826935473,1.5071379976748098,1.8800782105132565,1.396732711098491,0.7974108877351862,1.5054394993096674,-0.7320491812025733,-1.2904782399831956,1.3051274493010556,1.065496437358649]",1
"[-0.6060640159219186,-0.45151896584650436,-1.1643210541404532,-1.5004644992108114,-0.3044601019608708,0.007729511622224758,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.0883097197511422]",1
"[1.0732410343916199,-0.3363249111922068,0.0034449677676379772,1.5965394152577534,-0.6717504318595564,1.0342283982050915,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.2115428415851268]",1
"[0.5087087591287333,0.6509749475757348,-0.40918393641294654,1.4966360631781224,0.7974108877351862,0.7318313753216882,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.6832595533310342]",1
"[-0.11758217078549914,1.623344785208039,-0.025309961176622937,1.7963461194170156,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.6913259255548732]",1
"[1.0732410343916199,-1.0189022035876123,-1.1183447551650687,-1.5004644992108114,0.06283022793781484,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-0.007675228181329736]",1
"[-0.2569864025456723,0.6246590356548121,0.8005374287394225,1.6964427673373845,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.430614514904684]",1
"[-0.07369926153065354,0.39819878362646216,0.8398398740300009,-0.9010443867330247,0.4301205578365005,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.0981633082675641]",1
"[1.0732410343916199,1.3894469643907035,-2.068027605306412,1.29682935901886,-1.039040761758242,-1.3342758555096281,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.5797301726977262]",1
"[0.23707760916618084,0.3022212908102134,0.1894037328542054,-0.7012376825737624,-1.4063310916569278,0.4608564727334172,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,-0.49961397634493476]",1
"[-0.44893227855946316,0.3022212908102134,0.27916956921986325,0.09798913406328658,-1.039040761758242,1.3803013096595866,1.0097682876139518,-1.2904782399831956,-0.7661605604670605,1.3060768359317605]",1
"[-0.7224553169349586,0.3022212908102134,-1.0709923431048016,0.8972159507003356,-0.6717504318595564,0.4702522565326715,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,0.8475912113972701]",1
"[-0.09125031048084807,0.3022212908102134,0.7281866298155505,1.4966360631781224,-0.3044601019608708,0.5271816529452801,1.0097682876139518,0.7748578372390554,-0.7661605604670605,-1.122103132748361]",1
"[1.0732410343916199,1.623344785208039,-0.3704279903946872,0.5975058944614422,-1.4063310916569278,1.332877809256129,-0.7320491812025733,-1.2904782399831956,-0.7661605604670605,1.0476392389423512]",1
"[0.9109879725787584,1.4228731696488155,-1.229856524207891,2.3957662318948025,-0.3044601019608708,-1.3342758555096281,-0.7320491812025733,0.7748578372390554,-0.7661605604670605,-1.7141395197037097]",1
